Review Site,Ski Area,Review Date,Review Star Rating (out of 5),Review Text
Tripadvisor,Red Lodge Mountain,Feb 2020,3,"Very friendly people. Perfect morning of skiing. A little breezy but not cold. Easy parking. Love this place. Skied right on the lift every time. No lines!!! And, get this.... Sun 🌞"
Tripadvisor,Red Lodge Mountain,Feb 2020,1,"The mountain seems nice but unfortunately one staff member ruined our experience. My girlfriend and I have tried to snowboard a couple of times in the past but neither of us had even taken a lesson. It had also been a few years before our last attempt. We were in Red Lodge visiting friends for the weekend and we all thought it would be fun to take advantage of the snow by going up to snowboard. Since my girlfriend and I hadn't been in a few years and had never taken a lesson we decided to take advantage of the lesson and rental package the mountain offers. Our instructor, Mitch, was nice enough. During our lesson we had told him we had tried to snowboard a couple of times in the past but had never taken a lesson. After he gave us some basics he took us over to the lift. Once we were there we were berated by another staff member. I believe his name was Craig. He yelled at us because we had tried snowboarding in the past (we assume Mitch informed him when we arrived to the lift) and said we should not have purchased the package. He told us twice that we needed to quit purchasing that deal as if we had done so in the past. He said it was for first timers only and that they have more intermediate lessons for a higher price that we should have paid. It was a little embarrassing and made us feel we did something wrong. Mitch did apologize for his co-worker after we got off the lift but we were still a bit frustrated. After leaving and re-visiting the website we believe we purchased the correct package. I have copied and pasted directly from their website:\n\n""Beginner lessons are perfect for first-time skiers and snowboarders of all ages, and for those who need a little extra work on the basics (turning or stopping). Our learning area and easy-to-ride Magic Carpet provide a safe and fun place to get started.\n\nAll beginner lesson packages include:\n\n1 Miami Beach Lift ticket\n90 minutes of group instruction\nEquipment rentals""\n\nWe definitely needed help with stopping and turning and struggle with falling. Craig needs to review their own policies and not berate paying patrons. His attitude and actions soured our visit. I don't foresee returning here and spending our money when there are much friendlier options. Our friends also mentioned that the season passes have almost doubled in the last few years. Seems like other places are also cheaper. Save your money and visit and more cost effective mountain with friendlier staff."
Tripadvisor,Red Lodge Mountain,Jan 2020,3,Love coming here to ski. My husband and I are what they call “Super Seniors” (over 70) we’ve been skiing for over 50 years and since moving West from the east coast have been coming here to ski every winter. It’s great for all ages and skills. Our granddaughter and here husband come to ski with us and they love it too. The area has good restaurants and other things to do.
Tripadvisor,Red Lodge Mountain,Mar 2019,4,The snow was great and the environment excellent for skiing. We were there on a busy day and still never waited in line for more than 5 minutes. Usually it was down and up. The terrain was also varied and in great condition.
Tripadvisor,Red Lodge Mountain,Mar 2019,4,"This truly is a perfect ski resort for families learning to ski or families with younger kids. We aren't big time skiers but love to ski a few times a year. This resort is clean, the staff are always friendly, and reasonably priced. The one thing I like is that it offers slopes for all abilities and when your kids get old enough to venture on their own or with friends, there is basically 1 main area they have to end up at when coming down from the top/middle. We can always keep an eye on them or so it seems."
Tripadvisor,Red Lodge Mountain,Mar 2019,3,"Great day, sun, laughs and skiing tops!\n\nChange up patio radio music more please?\nBar tending crew always has hard rock or Pink Floyd playing."
Tripadvisor,Red Lodge Mountain,Mar 2019,3,"First time to Red Lodge &amp; had super week. 7 in our group &amp; we've been to many different western ski resorts. Kids said Dad, why haven 't you brought us here before? Got 3 of 4 day passes ahead of time for cheap &amp; paid at the window to ski a 4th day. BONUS: After skiing at 28 western ski resorts, I'm now disabled with MS. My cousin &amp; my sons got the ski patrol to give me a snowmobile ride to the top &amp; a ride back down to the bottom in a rescue toboggan for my ""last run"". Nuf to make a grown man cry. My group liked the terrain &amp; the runs &amp; we had a super week &amp; at lunch, my boys said Dad, we got all these beers for only twenty bucks. Gotta luv it."
Tripadvisor,Red Lodge Mountain,Mar 2019,3,It was a beautiful mountain with friendly people and a beautiful view. The trails are amazing for all levels and not packed at all. There is no traffic or lines. Please come I really recommend the mountain!
Tripadvisor,Red Lodge Mountain,Mar 2019,4,"This mountain was perfect for our family of four: three snowboarders and one skier. They have a great variety of runs and there were no lines at the chairlifts. The scenery is beautiful and one can easily see why Montana is big sky country. We enjoyed three days on the mountain, two of which were nice and warm, one was a bit windy and chilly. The mountain has a great vibe, fun runs and good value and very family friendly."
Tripadvisor,Red Lodge Mountain,Mar 2019,5,"We've been to Colorado and other ""high end"" ski locations in the past. This place is the Best! The staff is super friendly and has something to offer for beginners to expert skiers. Super family friendly. The food is a bit pricey but you can pack lunches if you want."
Tripadvisor,Red Lodge Mountain,Feb 2019,4,Lodges and slopes for all ages and skill ranges. Snacks and food available. Free parking. We all enjoyed the day there.
Tripadvisor,Red Lodge Mountain,Feb 2019,3,"I had a business trip to billings, and added a day to run down to ski Red Lodge. i'm so glad that i did! It was kid of spur of the moment, and also very inexpensive. $101 for a day lift ticket and full rental of equipment. Free parking as well!"
Tripadvisor,Red Lodge Mountain,Feb 2019,4,"I have skied at Red Lodge Mountain for years. I ski many other areas throughout the country as well. Red Lodge is still our favorite! For a small mountain there are quite a variety of runs and lifts. They welcome families by keeping the ticket price low and inviting picnic lunches to save money on food. The lift operators could not be any friendlier! From purchasing your ticket to grabbing a cup of hot cocoa, Red Lodge Mountain really is a welcoming, friendly example of Montana hospitality!"
Tripadvisor,Red Lodge Mountain,Feb 2019,3,"What a blast! We didn't have the best of snow conditions but sometimes that's just the way it goes. We spent two days on the slopes and loved the unique mounting. Warming huts are tucked away on countless runs and the Mid-Mountain Hut was beautiful!\n\nPalisades offered incredible views and easier skiing for beginners and the Grizzly Chair was great for intermediate or advanced skiers. Only complaint was the road up to the resort, it's a little worn and the parking fills quickly. Besides that the lift lines were short, terrain was great, and staff was incredible! Highly recommend for anyone looking for a big-mountain weekend trip! Enjoy!"
Tripadvisor,Red Lodge Mountain,Feb 2019,3,this is a fun and beautiful place to chill in the beer stoup or ski on the mountain and great food!!nice people too
Tripadvisor,Red Lodge Mountain,Jan 2019,4,"I have been sking here since 1985. Been to several states and several ski resorts. For the skiing, cost, and ski town experience this is has to be top 3 in the country. This place is also an easy drive from MN. The last 3 years we have had our best sking in Red Lodge. No lines, amazing amounts of snow we have always had tons of powder, $45 lift tickets, rustic lodge that lets you bring I food, some of the best “locals” you will find anywhere, one of the top small towns in the country. If you really want a true experience try a local motel, the service is outstanding try the Red Lodge Inn. \nThe lift from the lodge is old and tired but it adds to the charm. If you want glitz and glamor and to pay a lot maybe Red Lodge isn’t your first choice. This trip was with 3 college seniors, a junior hockey player, a 10th grader and they all loved it. Everyone said they want to do it again."
Tripadvisor,Red Lodge Mountain,Apr 2018,4,So beautiful &amp; great skiing conditions we had a blast skiing here yesterday very beautiful &amp; lots of runs from beginners to expects.
Tripadvisor,Red Lodge Mountain,Jul 2012,3,Another great site to view in the Red Lodge area...............................................................................................................................................
Tripadvisor,Red Lodge Mountain,May 2012,3,Drive from Billings to Red Lodge is scenic in the spring as everything is green.\nTown is a pleasure to walk through and stop at shops and dining options are quite good. Eat at Bogarts and the mexican entrees were surprising good.
Tripadvisor,Red Lodge Mountain,Dec 2011,4,"I love Red Lodge! It might not be super ritzy, but that's fine by me. The lines are short, there's a decent number of runs, and lift tickets aren't too insanely priced. My only complaint is that there are years it doesn't get much snow. The combo of man-made snow and freezing cold MT winters = icy, hard snow. The quality powder is hit-or-miss."
Tripadvisor,Red Lodge Mountain,Jan 2012,4,"WOW!!! Red Lodge Mountain is great for first time skiers to very advance ones. Every year my family purchases a season ticket for every member and it is well worth the cost. There are three places to eat on the mountain. First is the Main Lodge where they cook Hamburgers, Hot Dogs, Soup, Nachos, Cheese Fries and a ton more things which are very good but it does get very expensive because a Cheese Burger costs $6.50. The second place to eat is the Bierstube which has a huge bar and is a more adult friendly environment. Lastly is the Midway Lodge which is right off of the Midway Ski Lift. If you are looking to have a good time in Red Lodge I would highly recommend that you at least visit the mountain once."
Tripadvisor,Red Lodge Mountain,Apr 2012,4,"We had a great time skiing over the Easter weekend! It snowed while we were there, so the conditions were great for their last weekend. They also had a variety of runs for all the ability levels in our group. It was not very busy the first day--no lines, plenty of room. Saturday &amp; Sunday were considerably busier, but still manageable. We will return next year!"
Tripadvisor,Red Lodge Mountain,Mar 2012,4,"This year has been very exceptional for snow at Red Lodge, but I have always enjoyed the mountain. Had not gone skiing in 17 years, and my 2 teenage sons had never been, so it was time to go again. All of us had a great time, instructors for kid's and wife's lessons were great, lots of people learning that day, so they quickly brought in more instructors.\nThe mountain is really nice, has a mid mountain lodge that serves food also, so a trip to the bottom for lunch or a snack is not necessary. The biggest problem is no lift from bottom of mountain to top of mountain, have to ride 2 chairlifts, and takes some time. But, if you want to stay on the top half of the mountain, always short lift lines at upper chair lift. \n \nNew terrain has opened in the past few years, and really has expanded the mountain. Reasonable lift tickets at $49.00, and lessons, rentals, and lift tickets (beginner lift only) also for $49.00 each. Town is only 10-15 minutes away."
Tripadvisor,Red Lodge Mountain,Feb 2012,4,What a great place to ski! Terrain for all abilities and fun for the whole family! We'll definitely be back next year!
Tripadvisor,Red Lodge Mountain,,4,A great value - beautiful scenery and a nice mix of runs.
Tripadvisor,Red Lodge Mountain,Mar 2012,3,Awesome lift operators and brilliant lift mechanics!!!
Tripadvisor,Red Lodge Mountain,Feb 2012,3,We went to Red Lodge Mountain and enjoyed 2 great days of skiing.The staff at the ski area were so upbeat and helpful. The burgers were awesome
Tripadvisor,Red Lodge Mountain,Feb 2021,2,"We skied her because we have the Indy Pass. The ski area was much bigger than expected. The snow was very good. The slopes are not crowded. It was a great experience having good, big skiing and not having to sit in a lift line."
Tripadvisor,Red Lodge Mountain,Mar 2021,3,"My daughter and I are advanced skiers. The rest of the family is more intermediate but they stayed behind.\n\nLifts\nMain lifts are slow and older. You have to take to chair lifts to summit. They have nicer lifts in the back but they run them slow.\n\nFacilities\nAgain, older. This is a small resort. Do not expect shopping, lots of food and drink. The parking lots are gravel and rough. You need to take steps from the lower lot. These are not necessarily bad things but you need to expect that this more of a local hill.\n\nScenery \nBeautiful views and terrain. Some really pretty rock formations and forests on the backside.\n\nSkiing\nThe stuff that matters. I have to state the snow conditions were end of year. The week after we left they had multiple powder days. While we were there the snow was getting thin and half the trails were very icy. Some of the most icy I have skied. I live and ski regularly in the midwest and we know icy. \nI would not take my intermediate family members to this hill. The groomed runs are short. There is only one good intermediate run from. The summit...Lazy M. The remainder are black and double black, mostly ungroomed. Lots of bumps. My daughter and I worked on our bump skiing all week. The runs are on the thinner side. \n\nSummary\nThis is a skiers mountain. Beautiful scenery, advanced skiing, slow and older facilities...NO CROWDS! Town is great with good food. I wish the snow conditions would have been better...but that is spring!!!"
Tripadvisor,Red Lodge Mountain,Mar 2021,1,"We travelled from Minnesota to meet family and ski at Red Lodge Mountain. The first day the lift to get up to the top half of the mountain was broken so we could only ski on the bottom half - so we kind of only got half our money's worth (and the prices are getting steep).\n\nThe second morning, my cousin's wife ran afowl of the covid rules by going inside the lodge with her toddler to get out of the snow and warm up (you are supposed to wait in your car all day down in the parking lot) and they were kind of harsh with her about it. So at lunch when my cousin came in and heard about it, he went and told the guy ""don't treat my wife that way"" and a few heated words were exchanged and they could have just left it at that - but they didn't. Soon after, as they were eating, another guy came up and told my cousin and his family and his brother, who wasn't even involved but happened to be sitting with them, to get out - they couldn't ski anymore. They couldn't even finish their overpriced food. It all felt very vindictive.\n\nTo be fair, most of the employees were nice enough and the skiing was pretty good. But it just rubbed me the wrong way that they would pick a fight with a young mother trying to keep her toddler warm and then kick their family out along with a brother that wasn't even involved. Their zeal for covid seems to be overriding any kind of reason or compassion."
Tripadvisor,Red Lodge Mountain,Mar 2021,1,"After purchasing a two day pass, and then realizing after only 10 mins that my group only did day passes I tried to get a refund on just 1 and it was turned down. Can’t go again as I’m out of state."
Tripadvisor,Red Lodge Mountain,Jan 2021,3,"My teenage son and my brother and I did a holiday break ski trip through Wyoming, Montana and South Dakota, mostly hitting the little independent places. We stayed in Jackson but skied Snow King and Grand Targhee instead of Jackson Hole. We skied the Tetons, the Bighorns, the Black Hills and Red Lodge. Of all of that, our two days in Red Lodge was my favorite.\n\nI was concerned that the lack of snow was going to severely limit what was available. Nope. True, two of the lifts were closed, but from what I understand that's not unusual... I've read that some seasons they don't open Palisades at all. But no matter. And I will confess that my skis were badly abused, but the terrain was so fun that I just needed to get into the less well covered portions of it.\n\nMy favorite terrain was accessed from the top of Grizzly lift. There were plenty of black diamond mogul runs from there, a popular cruiser called Lazy M, and a nice blue mogul run (Barriers). A really enjoyable non-stop summit-to-base was to dodge moguls and rocks down Barriers, then duck through the trees in Little Forest.\n\nIf you're looking for glamour, forget it. For me, I think that's what I liked about it."
Tripadvisor,Red Lodge Mountain,Jan 2021,2,"It's no surprise that Red Lodge Mountain has been rapidly increasing their rates in the last 3+ years, but now they have a new money grab. Until a few weeks ago they had normal group lessons for the 4-6yr olds, but they just recently changed it to ""Learn to ski with your child"". This is the only way for your 4 to 6-year-old to receive a lesson. Regardless of whether you are a seasoned skier yourself, you now have to pay $59/$65 extra to accompany your child. Their website states ""This lesson program pairs you and your child with an instructor who will teach you how to safely and effectively ski with your little one, while also providing your child with new skills."" Impossible to teach me how to ""safely and effectively ski with your little one"" when he didn't speak to me or the other dad at all. If the sole reason for having the parent there is for COVID then why is the instructor picking my child up 1/3 of the time. I understand making it mandatory for the parent to be there to assist but to charge the adult $59/$65 just to be there and to not receive any instruction on how to ""safely and effectively ski with your little one"" is completely ridiculous. The whole lesson was ridiculous. It was the instructor and just two children. The instructor didn't seem to want to be there. He barely spoke to the kids and gave them very little instruction. I don't think he even asked them their names or called them by name not even once. This is our 3rd time using the RLM ski school and our older child received excellent instruction on her previous classes in that same age range group lesson in previous years. It's a shame our 5-year-old had such a bad intro to skiing with this instructor. Hoping for a better experience next time."
Tripadvisor,Red Lodge Mountain,Dec 2020,3,Thank you Red Lodge Mountain! I feel so lucky that I am able to stay safe while skiing. Very appreciative of everyone at RLM who has worked so hard to keep everyone safe this winter and be able to open. I feel safe skiing here knowing that the mountain is following all COVID-19 protocols. Would recommend this place to anyone.
Tripadvisor,Red Lodge Mountain,Dec 2020,4,"Very family friendly. Relaxing, great runs, The lazy M is a great run for everyone and fits everyone's ability."
Tripadvisor,Red Lodge Mountain,Dec 2020,1,Unsafe ski resort - stay away. I watched an entire chair fall of the lift today as two people were boarding. Luckily no one was hurt. The lift should have been closed for a safety inspection (duh!) after something like this happened. They re-attached the chair and started running it again right away. What would have happened if it came off when the people were 30 feet up in the air? It was really creepy to watch.
Tripadvisor,Red Lodge Mountain,Sep 2020,3,"We loved exploring the lovely, charming and friendly town of Red Lodge. As a bonus we learned that the Highway had reopened after an early season snow storm, so we drove it to the scenic Vista. Spectacular views from every switch back, view point and turn in the rid. Beautiful mountain, and pretty streams in the meadow, too."
Tripadvisor,Red Lodge Mountain,Feb 2016,3,"We skied at Red Lodge last week. Even though the warmer temps made for less than ideal skiing conditions, we have a good time. Everyone from the lift operators to restaurant workers to the ticket sellers were great. We will definitely be back!"
Tripadvisor,Red Lodge Mountain,Feb 2016,3,We really enjoyed the ease and convenience of our trip. Ski rental and purchase of lift tickets was fast and easy. No long waits at the lifts. Will definitely be visiting again. Only downside was number of runs open due to lack of natural snow as well as use of runs for competitive events that made them off limits to us and no fun to ski the day after. Very economical.
Tripadvisor,Red Lodge Mountain,Feb 2016,4,Had a great father/daughter trip...variety of runs....both of us had a great time..enjoyed no crowds!
Tripadvisor,Red Lodge Mountain,Feb 2016,4,"I love Red Lodge Mountain, and I get out there a few times each year. Great people, great town, fun mountain, and way cheaper than most other ski areas in the west. Snow has been a little scarce this season, but they've been doing a great job with what they have."
Tripadvisor,Red Lodge Mountain,Feb 2016,5,Never met a more helpful and friendly group of people anywhere. Snow hasn't been great this season but all the staff had a great attitude. Beirstube is great for lunch or after the lifts close for a little unwinding after a day of snowboarding.
Tripadvisor,Red Lodge Mountain,Feb 2016,3,"The staff at red logde are absolutely wonderful.They are friendly and helpful. It has a small town feel. Snow could have been better, but can't control mother nature."
Tripadvisor,Red Lodge Mountain,Feb 2016,1,"The resort did not have much snow this year, but we were lucky enough to get one to 2 inches while there. Instead of letting everyone ski on it , however, they let it be groomed into a giant ice block. This reflects some very poor management I feel on the mountain, where skiing is not taken very seriously. I will probably only return when there is an abundance of snow."
Tripadvisor,Red Lodge Mountain,Feb 2016,3,"Red Lodge is quaint, the people are friendly, and the runs are well worth the drive. We snowboarder on Sunday and Monday and never waited for the lift."
Tripadvisor,Red Lodge Mountain,Feb 2016,2,"Staff at Red Lodge Mountain are fantastic, as was the mountain itself. Was frustrating however that although totally understandable for patron safety the lifts were closed due to high winds until noon that once opened a little after 12:00 we still had to pay for the entire day even though we lost more than 3 hours of skiing time."
Tripadvisor,Red Lodge Mountain,Feb 2016,4,"Great day on the mountain, fresh snow, great employees. Buy your ticket online for great savings. Easy drive to the mountain, road well maintained."
Tripadvisor,Red Lodge Mountain,Dec 2016,2,"Joined extended family for a ski/snowboard vacation at Red Lodge and left disappointed in the experience at Red Lodge Mountain. While the town of Red Lodge is very quaint and the people are extraordinarily nice, the mountain and runs are very lacking. First, for beginners like my youngest child, there were no good options. The one run that really caters to beginners (Miami Beach) was hampered by a chairlift that was shut down for a significant portion on two separate days and then was coaxed to work by skipping every other chair for at least three more days. Second, for intermediate skiers there are a few okay runs, but none of them were fantastic and many were very icy and seemed to be over-groomed. And this has been a fairly decent season weather-wise. There are a decent number of expert runs, but none of them were all that long. Again, the weather has been pretty good here this season so far, but there were very few runs that had good powder. They are hopeful to open a few more runs in the upcoming days, but that will do us no good. Our family took a day trip and went to Bridger Bowl just north of Bozeman (a 2-1/2 drive from Red Lodge) and were blown away by how much better that mountain was ... and the cost was the same. If you want to go on a nice ski vacation in Montana, there are many better options than Red Lodge."
Tripadvisor,Red Lodge Mountain,Dec 2016,4,"Not enough GREEN runs, and the BLUE runs were more difficult that expected. Be sure to ski (or board) ""Lazy-M"" - it became my favorite Lift attendants and staff at the lodge were helpful, freely gave assistance and were friendly!"
Tripadvisor,Red Lodge Mountain,Dec 2016,5,"This is a great mountain to ski on, the staff are always friendly and the runs are fun. I know this is more of a spring skiing place, when the snow hits there isn't a run you don't want to go on"
Tripadvisor,Red Lodge Mountain,Dec 2016,5,No lift lines. All types of terrain. Incredible views. Reasonable prices. The snow was plentiful and the people are friendly. What more could you want?
Tripadvisor,Red Lodge Mountain,Dec 2015,5,"This may sound bad, but we don't ski here as much as we used to. Typically, we stop now on the way out to Bozeman or Big Sky, or on the way home. There are not a lot of decent hotel choices that accommodate 5, and there are many places we used to stay that I wont go back to anymore. That does have an impact on us skiing here. The mountain itself struggles with snow - I would say only 4 times out of 20+ years have we skied the expansion territory - and it is some fun area to ski. That's not anyone's fault - just the way it is. When they get dumped on, there is nothing like it - it is a blast."
Tripadvisor,Red Lodge Mountain,Jan 2016,4,We have skied at Red Lodge twice and had a great experience on both trips. Friendly staff and short lines...great ski resort!
Tripadvisor,Red Lodge Mountain,Jul 2016,5,"After our tremendous ride on the Beartooth Highway, we visited the town of Red Lodge. Many good restaurants, nice town to walk, great family time. Just a fun afternoon with the family."
Tripadvisor,Red Lodge Mountain,Nov 2015,3,My husband and I went up to the Lodge to watch the skiers and snow boarders come down the mountain. Had a hot chocolate and just relaxed.
Tripadvisor,Red Lodge Mountain,Jan 2016,5,We were here in Jan 2016 and skied 4 days here. Good place with no lines. We enjoyed it and will be back.
Tripadvisor,Red Lodge Mountain,Mar 2016,3,"Since ND had no snow, we went to Red Lodge. We got our lift tickets in advance &amp; skied a total of 7 the 3 weekends we were out there. The lift attendants were very professional &amp; courteous! Hard to find in this day &amp; age. The staff in the rental shop(skied w/one of them) &amp; the staff at the store were also great!. The ski instructors were always busy. I had thought about doing the learn &amp; earn package, that way they could get off the bunny hill &amp; do some skiing w/another ski instructor. But we didn't have time. The staff at the Midway Chalet were great &amp; the Staff at the Bierstube were always courteous. The ""Stube"" was always packed when we were there, &amp; the staff was always apologizing for our food taking so long. I have been in their shoes &amp; understand. We always thanked them &amp; told them we are ok &amp; not in a hurry. It put a couple of the waitresses at ease! kudos to Madeline for busting her buns the 3 weekends we were there."
