Review Site,Ski Area,Review Date,class,Review Star Rating (out of 5),Review Text
Tripadvisor,Whitefish,18-Jan,negative,3,"We stayed here with a ski club. The food in the restaurant was excellent. The service was great, they were friendly and helpful, with good knowledge of the menu. Lots of interesting choices."
Tripadvisor,Whitefish,18-Jan,negative,3,"Big mountain is a nice, value, family friendly with good ski school. the fog, especially on top can limit views, and be a little intimidating, but pretty easy to stay in bounds and out of trouble. Great amount of snow when rest of west was dry"
Tripadvisor,Whitefish,18-Feb,negative,2,It seems like everywhere else in North America was in a snow drought so we headed here. Record deep snows were a welcome surprise but we still couldn’t see well due to fog. One chair visibility only. But great snow!!!lifts lodges and terrain much improved since last visit 30; …
Tripadvisor,Whitefish,18-Feb,negative,3,"Great resort, lots of snow. Kids took ski lessons, very happy with the instructors and how fast things were organized. We really enjoyed it."
Tripadvisor,Whitefish,17-Dec,negative,3,"The meatball sub is delicious! The meatball sandwich is assembled and baked with fresh mozzarella cheese and comes out crispy and tasty! The portion size is generous too. We tried the gravy fries - we're not Canadian, so maybe that's why they didn't taste good. Way too; …"
Tripadvisor,Whitefish,18-Jul,negative,3,WE went to the mountain park and tried the Zip line for the first time. It was great. The guides (Mat and Drew) were a lot of fun and very capable. The group was mostly middle aged adults who were a little intimidated but they put us to ease and tolerated our whining. You; …
Tripadvisor,Whitefish,18-Jul,negative,3,We booked a zip line tour. It was the second time for 3 of us and the first for the one. Our hosts were very friendly and it was a great experience. If you have time it is something that you should look at doing. The sites are incredible along with the fun of the zip line.
Tripadvisor,Whitefish,18-Jul,negative,3,"Zip lining here for the first time was so fun! Our guides, Ben and Keaton, were very energetic and awesome!"
Tripadvisor,Whitefish,18-Jul,negative,3,"This was an activity we saved for doing once we got everything else in. :) Glad we did. For $16, you can take a lift chair to the summit and back. You can also hike either up or down if you prefer, but one-way lifts are still $9. If you need some coffee, make sure you grab some; …"
Tripadvisor,Whitefish,18-Jul,negative,3,"Really loved riding the chair lift all the way to the top. It was so convenient and made for beautiful views and photo opportunities. Enjoyed a coffee from the lodge at the top, and looking in the cute little gift shop. Staff is all super friendly. Would definitely do that; …"
Tripadvisor,Whitefish,18-Jul,negative,3,"Although we walked away from our experiences with memories and stories to tell, there were many items regarding our experience that were very unprofessional. The staff went very fast through the orientation of how the equipment worked. We didn't get a chance to go through how; …"
Tripadvisor,Whitefish,18-Jul,negative,3,Absolutely amazing views!! This was so much fun and so beautiful. If you like to mountain bike you can send your bike up and ride it back down in one great winding ski slope ride. Don’t miss this if you are near Whitefish!
Tripadvisor,Whitefish,18-Aug,negative,2,"You walk in and the guy at the front desk says ""what do you want"". Really!! This place is so over-rated. The restaurant is only open from Wednesday to Sunday and they force you to do a prix-fix menu whether you want to or not. The prices are outrageous for the quantity and; …"
Tripadvisor,Whitefish,18-Jul,negative,3,We were there in the summer and you can take the lift to different places for walking or grass boarding or using the slide. One ride is free but to go to the top does cost money. There are two restaurants at the bottom and one at the top as far as I know. Many condos for; …
Tripadvisor,Whitefish,18-Dec,negative,3,"We are from Wisconsin, and 7 in our family skied 3 full days during the Christmas week, being shuttled each day by Meadow Lake Resort in Columbia Falls. We were concerned about the lack of snow before arriving as we heard Chair 2 was closed, which is a primary ski area for me; …"
Tripadvisor,Whitefish,18-Jul,negative,2,"As part of our Road Scholar Intergenerational Program we did the Aerial Adventure Park, rode the chair lift and gondola, and slid down the Alpine slide a couple of times. The Aerial Adventure park seemed to be understaffed. We had 18 people participating (9 children ages 8 - 12); …"
Tripadvisor,Whitefish,18-Jul,negative,3,"A great way to spend at least a half a day if you are in Whitefish. We did the Alpine Ropes course (2 hours is plenty), along with a couple of Alpine slide runs and the new tube slide run (Alpine slide better IMO). Ropes course is great just make sure your kids are adventurous."
Tripadvisor,Whitefish,18-Jul,negative,3,"Family of 5 did the 6 zip line tour and it was really fun. I, myself, do not love heights and the first couple times were scary, but the guides are very helpful and really put you at ease. Bought the package for the 3 kids to do the alpine slides, but that did not work out.; …"
Tripadvisor,Whitefish,18-Jul,negative,3,"The aerial adventure and alpine slide were a lot of fun! It takes between 30-45 minutes per trip for the alpine slide between lift to the top and then waiting in line. The aerial adventure is a LOT of fun and is very challenging. It is true, they don’t have a lot of “workers”; …"
Tripadvisor,Whitefish,19-Mar,negative,3,"It is a big mountain, but the long runs felt rather cozy with gorgeous sceneries especially when the sun comes out. We were there at the end of March so not much powder left, but the snow is still fine. I was impressed with the spacious base lodge and the saying is true that; …"
Tripadvisor,Whitefish,19-Feb,negative,3,"I almost hate to tell anyone about this find!! Whitefish resort have many runs of all levels, the best snow you can find anywhere and it is not crowded. We literally ski down and back on the chair lift! Lots of condo's to rent for ski in ski out."
Tripadvisor,Whitefish,19-Feb,negative,3,"Listen carefully, Whitefish is the best kept secret in North America ski culture, read on and we'll tell you exactly why. Sure it's a heck of a drive if you're from the Midwest, but the local airport connects to numerous cities. You can easily fly to Whitefish and only need to; …"
Tripadvisor,Whitefish,19-Aug,negative,3,"My wife and I visited with our nine year old son and had an incredible experience. We did the high adventure course and the zip lines. The ropes course was a lot of fun, my son really loved it. It was not difficult for him at all. He can’t wait till he’s old enough to try; …"
Tripadvisor,Whitefish,19-Aug,negative,3,"Even if you aren't fond of heights, you'll feel safe and comfortable on this fantastic ride up and down the mountainside. You can choose an open chairlift or an enclosed gondola (or one of each). The views are phenomenal even if there are a few clouds, but if you pick a clear; …"
Tripadvisor,Whitefish,19-Aug,negative,3,It was a drizzly morning but the weather app called for better weather shortly...so we headed to the mountain resort to hike up the Danny On Trail. It took us a while to figure out where to park and where to get information. Most of the facilities weren’t open yet before 10 am.; …
Tripadvisor,Whitefish,19-Jul,negative,3,"There are six zipline runs and the staff does a good job managing the runs-- take about 2 1/2 hours, but must do some hiking in the beginning. The family enjoyed the slide options, but lines could get very long. It is July and they were still trying to get the second slide run; …"
Tripadvisor,Whitefish,19-Feb,negative,3,"I almost hate to write this review. One thing I love about this resort is it is not crowded. Rated one of the top 10 in the US. Its Number 1 to me. So many runs, all levels, no long lines. Always good snow. People that work here are very nice and Helpfull, you truly could't ask; …"
Tripadvisor,Whitefish,19-Feb,negative,3,Loved Whitefish. Such a great mountain with efficient lift ops and fantastic terrain. Can't wait to come back.
Tripadvisor,Whitefish,19-Feb,negative,3,My girlfriends and I came here for a day of skiing and I haven't been skiing in nine years. I consider myself a medium skier and generally can Ski Blue Slopes all day without falling down but I found the foot of fresh powder that fell overnight to be quite a challenge! I'm used; …
Tripadvisor,Whitefish,20-Jul,negative,2,"We stayed at the resort for three nights. The final bill we received was around $200.00 more than what I was quoted. Make sure you check your itemized receipt immediately upon booking. We purchased lift tickets, and were told we could change the date with not problem. Not so.; …"
Tripadvisor,Whitefish,20-Jul,negative,3,"Our family of 4 (two boys 18 and 20) had a great time zip lining with guides Karl and Hunter. At the beginning, we took the chair lift to the top to start the tour. The tour involved 6 zip lines, however you should know that the first zip, a shorter one for instructional; …"
Tripadvisor,Whitefish,19-Aug,negative,3,The alpine slide was fabulous for my kids (4 and 7). My four year old couldn’t go alone but could go with her brother or one of us. They loved it! We did too. The summer tubing was terrible. Super slow going down and not really fun for anyone. It was worth going for the alpine; …
Tripadvisor,Whitefish,19-Aug,negative,3,"Cannot recommend this enough! The staff were so friendly and helpful, and the view and experience were amazing. We also came home with some great photos they took throughout the tour. I personally loved that they don't baby you, and have you carry your own trolley (metal; …"
Tripadvisor,Whitefish,20-Jan,negative,3,"My wife and I skied three days here in January of 2020. Great experience overall, though it was cold (3 degrees at the summit)! The trails were well maintained and the crowds were low. This was our second trip, and we'll definitely go back."
Tripadvisor,Snowbowl,17-Mar,negative,3,"If proximity to Missoula is your only consideration, Snowbowl is the perfect ski area. If any semblance of pride in ownership matters, don't look too closely at the filthy, unstocked bathrooms, old food ground into the carpet, unpleasant owner or consideration of annual pass holders. Even the new locker/changing room downstairs is half finished, dirty, and unwelcoming. The slopes are kept well groomed, sort of, but go to any other ski area in Montana and you'll notice the difference. No lift lines during the week and the coffee isn't half bad."
Tripadvisor,Red Lodge,11-Oct,negative,3,cool town with good eating places and very nice shops to buy things
Tripadvisor,Red Lodge,,negative,3,"Had a great time here with family, nice terrain park, plenty of trails, did I mention student discount. Great front desk service. Rentals were a little in bad shape but I seen worst. Overall Great."
Tripadvisor,Red Lodge,,negative,3,"This mountain was great, pure Montana powder for a cheaper price than I pay to go out on the ice in Pennsylvania. Plenty of great runs from all ranges, beginner to expert. \n\nOnly issue I had was no lap bars on the lifts, that was kind of freaky. Still, this is an amazing small mountain to ski at. Highly recommended."
Tripadvisor,Red Lodge,20-Jun,negative,3,"Took a ride up the mountain in June. It ended up being one of the highlights of our trip! We pulled over and parked (after decsending and finding a great view), No one was up there, it was so quiet and smell of pine was incredible. We sat and listened to birds chirping and nothing else, it was heaven and the view was amazing."
Tripadvisor,Red Lodge,20-Mar,negative,3,"If you're going to compare this to other Rocky Mt resorts you will be very disappointed. If you compare this to mid-west hills you will be pretty happy. If you compare this to east coast hills you will be ""meh, not what I expected the rockies to offer"". So with that said and your expectations adjusted lets talk about the mountain itself. Several nice long on-piste groomers, some nice hidden tree runs that get run out fairly quickly and a couple runs for your newbies and kids but not much to offer for the true beginner. That said the mountain and terrain gets a passing grade of a C. Now for the amenities and lodge/ food etc.. I was almost shocked at the lack of a comfortable place to take a break. The lodge is tiny and dated with one dirty bathroom for the entire resort! The food is a typical cafeteria style with limited options and poor quality. There was a mexican option in a yurt that was even a worse option than the typical hot water burgers and fries drenched in canned cheese. The trip up to the hill is long and windy, the parking is below grade, the rental shop had 5 to 6 yr old skies but were fairly efficient given the amount of people. The people however were great and friendly. The town and stay and eat options are limited and most fall below standard other than a few select places. Do yourself a favor and review everything or ask someone whom has been before you blindly chose your destination for a room or food. In closing; I will return in summer but I will question driving 500 miles again to visit the ski resort unless some major improvements are announced. Oh I forgot lift! They still get you up the hill in 50 yr old double chairs and the main chair is a triple that you sit on for 15 minutes! Wow.."
Tripadvisor,Red Lodge,20-Feb,negative,3,"Very friendly people. Perfect morning of skiing. A little breezy but not cold. Easy parking. Love this place. Skied right on the lift every time. No lines!!! And, get this.... Sun 🌞"
Tripadvisor,Red Lodge,20-Feb,negative,1,"The mountain seems nice but unfortunately one staff member ruined our experience. My girlfriend and I have tried to snowboard a couple of times in the past but neither of us had even taken a lesson. It had also been a few years before our last attempt. We were in Red Lodge visiting friends for the weekend and we all thought it would be fun to take advantage of the snow by going up to snowboard. Since my girlfriend and I hadn't been in a few years and had never taken a lesson we decided to take advantage of the lesson and rental package the mountain offers. Our instructor, Mitch, was nice enough. During our lesson we had told him we had tried to snowboard a couple of times in the past but had never taken a lesson. After he gave us some basics he took us over to the lift. Once we were there we were berated by another staff member. I believe his name was Craig. He yelled at us because we had tried snowboarding in the past (we assume Mitch informed him when we arrived to the lift) and said we should not have purchased the package. He told us twice that we needed to quit purchasing that deal as if we had done so in the past. He said it was for first timers only and that they have more intermediate lessons for a higher price that we should have paid. It was a little embarrassing and made us feel we did something wrong. Mitch did apologize for his co-worker after we got off the lift but we were still a bit frustrated. After leaving and re-visiting the website we believe we purchased the correct package. I have copied and pasted directly from their website:\n\n""Beginner lessons are perfect for first-time skiers and snowboarders of all ages, and for those who need a little extra work on the basics (turning or stopping). Our learning area and easy-to-ride Magic Carpet provide a safe and fun place to get started.\n\nAll beginner lesson packages include:\n\n1 Miami Beach Lift ticket\n90 minutes of group instruction\nEquipment rentals""\n\nWe definitely needed help with stopping and turning and struggle with falling. Craig needs to review their own policies and not berate paying patrons. His attitude and actions soured our visit. I don't foresee returning here and spending our money when there are much friendlier options. Our friends also mentioned that the season passes have almost doubled in the last few years. Seems like other places are also cheaper. Save your money and visit and more cost effective mountain with friendlier staff."
Tripadvisor,Red Lodge,20-Jan,negative,3,Love coming here to ski. My husband and I are what they call “Super Seniors” (over 70) we’ve been skiing for over 50 years and since moving West from the east coast have been coming here to ski every winter. It’s great for all ages and skills. Our granddaughter and here husband come to ski with us and they love it too. The area has good restaurants and other things to do.
Tripadvisor,Red Lodge,19-Mar,negative,3,"Great day, sun, laughs and skiing tops!\n\nChange up patio radio music more please?\nBar tending crew always has hard rock or Pink Floyd playing."
Tripadvisor,Red Lodge,19-Mar,negative,3,"First time to Red Lodge &amp; had super week. 7 in our group &amp; we've been to many different western ski resorts. Kids said Dad, why haven 't you brought us here before? Got 3 of 4 day passes ahead of time for cheap &amp; paid at the window to ski a 4th day. BONUS: After skiing at 28 western ski resorts, I'm now disabled with MS. My cousin &amp; my sons got the ski patrol to give me a snowmobile ride to the top &amp; a ride back down to the bottom in a rescue toboggan for my ""last run"". Nuf to make a grown man cry. My group liked the terrain &amp; the runs &amp; we had a super week &amp; at lunch, my boys said Dad, we got all these beers for only twenty bucks. Gotta luv it."
Tripadvisor,Red Lodge,19-Mar,negative,3,It was a beautiful mountain with friendly people and a beautiful view. The trails are amazing for all levels and not packed at all. There is no traffic or lines. Please come I really recommend the mountain!
Tripadvisor,Red Lodge,19-Feb,negative,3,"I had a business trip to billings, and added a day to run down to ski Red Lodge. i'm so glad that i did! It was kid of spur of the moment, and also very inexpensive. $101 for a day lift ticket and full rental of equipment. Free parking as well!"
Tripadvisor,Red Lodge,19-Feb,negative,3,"What a blast! We didn't have the best of snow conditions but sometimes that's just the way it goes. We spent two days on the slopes and loved the unique mounting. Warming huts are tucked away on countless runs and the Mid-Mountain Hut was beautiful!\n\nPalisades offered incredible views and easier skiing for beginners and the Grizzly Chair was great for intermediate or advanced skiers. Only complaint was the road up to the resort, it's a little worn and the parking fills quickly. Besides that the lift lines were short, terrain was great, and staff was incredible! Highly recommend for anyone looking for a big-mountain weekend trip! Enjoy!"
Tripadvisor,Red Lodge,19-Feb,negative,3,this is a fun and beautiful place to chill in the beer stoup or ski on the mountain and great food!!nice people too
Tripadvisor,Red Lodge,12-Jul,negative,3,Another great site to view in the Red Lodge area...............................................................................................................................................
Tripadvisor,Red Lodge,12-May,negative,3,Drive from Billings to Red Lodge is scenic in the spring as everything is green.\nTown is a pleasure to walk through and stop at shops and dining options are quite good. Eat at Bogarts and the mexican entrees were surprising good.
Tripadvisor,Red Lodge,12-Mar,negative,3,Awesome lift operators and brilliant lift mechanics!!!
Tripadvisor,Red Lodge,12-Feb,negative,3,We went to Red Lodge Mountain and enjoyed 2 great days of skiing.The staff at the ski area were so upbeat and helpful. The burgers were awesome
Tripadvisor,Red Lodge,21-Feb,negative,2,"We skied her because we have the Indy Pass. The ski area was much bigger than expected. The snow was very good. The slopes are not crowded. It was a great experience having good, big skiing and not having to sit in a lift line."
Tripadvisor,Red Lodge,21-Mar,negative,3,"My daughter and I are advanced skiers. The rest of the family is more intermediate but they stayed behind.\n\nLifts\nMain lifts are slow and older. You have to take to chair lifts to summit. They have nicer lifts in the back but they run them slow.\n\nFacilities\nAgain, older. This is a small resort. Do not expect shopping, lots of food and drink. The parking lots are gravel and rough. You need to take steps from the lower lot. These are not necessarily bad things but you need to expect that this more of a local hill.\n\nScenery \nBeautiful views and terrain. Some really pretty rock formations and forests on the backside.\n\nSkiing\nThe stuff that matters. I have to state the snow conditions were end of year. The week after we left they had multiple powder days. While we were there the snow was getting thin and half the trails were very icy. Some of the most icy I have skied. I live and ski regularly in the midwest and we know icy. \nI would not take my intermediate family members to this hill. The groomed runs are short. There is only one good intermediate run from. The summit...Lazy M. The remainder are black and double black, mostly ungroomed. Lots of bumps. My daughter and I worked on our bump skiing all week. The runs are on the thinner side. \n\nSummary\nThis is a skiers mountain. Beautiful scenery, advanced skiing, slow and older facilities...NO CROWDS! Town is great with good food. I wish the snow conditions would have been better...but that is spring!!!"
Tripadvisor,Red Lodge,21-Mar,negative,1,"We travelled from Minnesota to meet family and ski at Red Lodge Mountain. The first day the lift to get up to the top half of the mountain was broken so we could only ski on the bottom half - so we kind of only got half our money's worth (and the prices are getting steep).\n\nThe second morning, my cousin's wife ran afowl of the covid rules by going inside the lodge with her toddler to get out of the snow and warm up (you are supposed to wait in your car all day down in the parking lot) and they were kind of harsh with her about it. So at lunch when my cousin came in and heard about it, he went and told the guy ""don't treat my wife that way"" and a few heated words were exchanged and they could have just left it at that - but they didn't. Soon after, as they were eating, another guy came up and told my cousin and his family and his brother, who wasn't even involved but happened to be sitting with them, to get out - they couldn't ski anymore. They couldn't even finish their overpriced food. It all felt very vindictive.\n\nTo be fair, most of the employees were nice enough and the skiing was pretty good. But it just rubbed me the wrong way that they would pick a fight with a young mother trying to keep her toddler warm and then kick their family out along with a brother that wasn't even involved. Their zeal for covid seems to be overriding any kind of reason or compassion."
Tripadvisor,Red Lodge,21-Mar,negative,1,"After purchasing a two day pass, and then realizing after only 10 mins that my group only did day passes I tried to get a refund on just 1 and it was turned down. Can’t go again as I’m out of state."
Tripadvisor,Red Lodge,21-Jan,negative,3,"My teenage son and my brother and I did a holiday break ski trip through Wyoming, Montana and South Dakota, mostly hitting the little independent places. We stayed in Jackson but skied Snow King and Grand Targhee instead of Jackson Hole. We skied the Tetons, the Bighorns, the Black Hills and Red Lodge. Of all of that, our two days in Red Lodge was my favorite.\n\nI was concerned that the lack of snow was going to severely limit what was available. Nope. True, two of the lifts were closed, but from what I understand that's not unusual... I've read that some seasons they don't open Palisades at all. But no matter. And I will confess that my skis were badly abused, but the terrain was so fun that I just needed to get into the less well covered portions of it.\n\nMy favorite terrain was accessed from the top of Grizzly lift. There were plenty of black diamond mogul runs from there, a popular cruiser called Lazy M, and a nice blue mogul run (Barriers). A really enjoyable non-stop summit-to-base was to dodge moguls and rocks down Barriers, then duck through the trees in Little Forest.\n\nIf you're looking for glamour, forget it. For me, I think that's what I liked about it."
Tripadvisor,Red Lodge,21-Jan,negative,2,"It's no surprise that Red Lodge Mountain has been rapidly increasing their rates in the last 3+ years, but now they have a new money grab. Until a few weeks ago they had normal group lessons for the 4-6yr olds, but they just recently changed it to ""Learn to ski with your child"". This is the only way for your 4 to 6-year-old to receive a lesson. Regardless of whether you are a seasoned skier yourself, you now have to pay $59/$65 extra to accompany your child. Their website states ""This lesson program pairs you and your child with an instructor who will teach you how to safely and effectively ski with your little one, while also providing your child with new skills."" Impossible to teach me how to ""safely and effectively ski with your little one"" when he didn't speak to me or the other dad at all. If the sole reason for having the parent there is for COVID then why is the instructor picking my child up 1/3 of the time. I understand making it mandatory for the parent to be there to assist but to charge the adult $59/$65 just to be there and to not receive any instruction on how to ""safely and effectively ski with your little one"" is completely ridiculous. The whole lesson was ridiculous. It was the instructor and just two children. The instructor didn't seem to want to be there. He barely spoke to the kids and gave them very little instruction. I don't think he even asked them their names or called them by name not even once. This is our 3rd time using the RLM ski school and our older child received excellent instruction on her previous classes in that same age range group lesson in previous years. It's a shame our 5-year-old had such a bad intro to skiing with this instructor. Hoping for a better experience next time."
Tripadvisor,Red Lodge,20-Dec,negative,3,Thank you Red Lodge Mountain! I feel so lucky that I am able to stay safe while skiing. Very appreciative of everyone at RLM who has worked so hard to keep everyone safe this winter and be able to open. I feel safe skiing here knowing that the mountain is following all COVID-19 protocols. Would recommend this place to anyone.
Tripadvisor,Red Lodge,20-Dec,negative,1,Unsafe ski resort - stay away. I watched an entire chair fall of the lift today as two people were boarding. Luckily no one was hurt. The lift should have been closed for a safety inspection (duh!) after something like this happened. They re-attached the chair and started running it again right away. What would have happened if it came off when the people were 30 feet up in the air? It was really creepy to watch.
Tripadvisor,Red Lodge,20-Sep,negative,3,"We loved exploring the lovely, charming and friendly town of Red Lodge. As a bonus we learned that the Highway had reopened after an early season snow storm, so we drove it to the scenic Vista. Spectacular views from every switch back, view point and turn in the rid. Beautiful mountain, and pretty streams in the meadow, too."
Tripadvisor,Red Lodge,16-Feb,negative,3,"We skied at Red Lodge last week. Even though the warmer temps made for less than ideal skiing conditions, we have a good time. Everyone from the lift operators to restaurant workers to the ticket sellers were great. We will definitely be back!"
Tripadvisor,Red Lodge,16-Feb,negative,3,We really enjoyed the ease and convenience of our trip. Ski rental and purchase of lift tickets was fast and easy. No long waits at the lifts. Will definitely be visiting again. Only downside was number of runs open due to lack of natural snow as well as use of runs for competitive events that made them off limits to us and no fun to ski the day after. Very economical.
Tripadvisor,Red Lodge,16-Feb,negative,3,"The staff at red logde are absolutely wonderful.They are friendly and helpful. It has a small town feel. Snow could have been better, but can't control mother nature."
Tripadvisor,Red Lodge,16-Feb,negative,1,"The resort did not have much snow this year, but we were lucky enough to get one to 2 inches while there. Instead of letting everyone ski on it , however, they let it be groomed into a giant ice block. This reflects some very poor management I feel on the mountain, where skiing is not taken very seriously. I will probably only return when there is an abundance of snow."
Tripadvisor,Red Lodge,16-Feb,negative,3,"Red Lodge is quaint, the people are friendly, and the runs are well worth the drive. We snowboarder on Sunday and Monday and never waited for the lift."
Tripadvisor,Red Lodge,16-Feb,negative,2,"Staff at Red Lodge Mountain are fantastic, as was the mountain itself. Was frustrating however that although totally understandable for patron safety the lifts were closed due to high winds until noon that once opened a little after 12:00 we still had to pay for the entire day even though we lost more than 3 hours of skiing time."
