Review Site,Ski Area,Review Date,Review Star Rating (out of 5),Review Text
Tripadvisor,Bridger,Feb 2015,5,"The wide variety of terrain is what makes this hill a wonderful \nDestination!! No accomadation on the hill, there is a 20 min.\nDrive from Bozeman each morning.\nA great hill for all levels of skiers.\nNice restaurants, and 2 bars to choose from."
Tripadvisor,Bridger,Feb 2015,3,A little bit of everything makes this an enjoyable experience for beginners to experts. Very nice choice of places to eat and drink as well.
Tripadvisor,Bridger,Feb 2015,3,"Do not be fooled by the low price (1/2 of Big Sky) this is THE place to ski, weather you want steep and deep or first time terrain. Friendly natives and a great trip. No housing and you ned to drive back to Bozeman each day (16 miles)"
Tripadvisor,Bridger,,5,"8 lifts -- all modern. The ski rental people are super nice and helpful. If you are an intermediate or beginner skier this place is made for you. If advanced, there is a special area for you- if you are aptly equipped. Prices were awesome today $52 for a full day adult ticket!"
Tripadvisor,Bridger,Mar 2014,5,"We can never get enough of Bridger Bowl! Coming from the east coast you never know what the conditions are going to be but out of the few powder days we ever had most were here. Inexpensive, beautiful mountain with gorgeous snow."
Tripadvisor,Bridger,Jan 2015,5,"Great trails, no lift lines. Conditions were not the best as they had not had new snow. Will definitely be back."
Tripadvisor,Bridger,Jan 2015,5,The snow when we were there was excellent. There is a very good choice of runs for all levels of skiers. There are also an abundance of lodges both at the base and on the hill. The prices are the lowest of any ski hills in this class.
Tripadvisor,Bridger,Jan 2015,5,"Bridger Bowl is a class act from beginning to end! I have skiied for nearly 40 years at many resorts throughout the U.S. I regularly ski in Colorado. My experience at Bridger was the best. Everyone I met was friendly, helpful and professional. The skiing was awesome, helped by almost a foot of new powder, but that seemed to only be the icing on the cake. There were no lines - on a powder weekend day!!! There was plenty of variety, and easy to find the way to the various lifts and ski areas. The rental shop, especially the manager, were the best I've seen. Thanks for a great time. I'd go back to Bridger before Big Sky anytime."
Tripadvisor,Bridger,Feb 2014,4,"This is another ski hill we hit on our Montana trip. The entire lower part of the mountain is dedicated to blue and green runs while the top of the mountain is almost exclusively blacks. As a beginner, I appreciated the variety of blues and greens. The blues at Bridger do not seem as steep as the blues at other rocky Mtn ski hills I have been to. My favorite run was Alpine Return/Timmys Road/Summer Road. When skied together, this run will take the better part of 15-20 minutes. And the best part is that you get challenging and fun terrain for the low price of $52 for a lift ticket. That is over $50 less than Big Sky (not that these ski hills are even close to being the same class though). All in all, we had a very fun day at Bridger."
Tripadvisor,Bridger,Dec 2014,3,Ski instructors are very good and again their prices are very reasonable. There are enough ski options on the mountain to make it adventurous without being overwhelming.
Tripadvisor,Bridger,Jul 2012,3,"We have been to Big Sky skiing several times and had great skiing. A friend suggested we try Bridger Bowl for a great day of skiing, and we were so glad we took their advice. \nAlthough it is a relatively small ski area, don't let that fool you,.\nThey get great powder, and there are long runs for every level of skier. \nBridger Bowl is such a short drive from Bozeman, we enjoy staying there and being on the ski hill soon. Wouldndefinitelynrecommend to any level of skier."
Tripadvisor,Bridger,Feb 2012,3,"Bridger Bowl is certainly the best ""local"" ski area in the Rockies, and perhaps in the country. The ""cold smoke"" powder days, although rare, cannot be forgotten. Bridger has runs ranging from beginning to extreme (i.e., hike up to the ridge with a partner and other equipment). Bridger has been featured in several movies.\nDon't tell anyone about Bridger because the lift lines are still usually short-to-none, and this is a non-profit ski area: The lift tickets are very reasonable.\nThere is no lodging at the base, although the food is very good. You have to drive (or take a bus) from and to Bozeman, about 20 minutes. Big deal! This is not like Big Sky and/or Moonlight Basin, which are about 45-60 minutes from Bozeman. You might want to ski both areas and compare the experience. The people you meet at Bridger, including locals and others from distant places like Minnesota, North Dakota, and Canada, are usually very friendly and entertaining, at least for a ""local"" like me. Many of my best memories are from Bridger Bowl."
Tripadvisor,Bridger,Dec 2011,4,"We holidayed in Bozeman in December 2011 and had a day skiing at Bridger Bowl. Staff were super helpful to my party of 8 Aussies who didn't ski or have the right gear! Youngest 10 year old benefitted from ski lessons with her own personal trainer. While only a fee ski runs, we had a full day of skiing and the cafe sold superb warm food. Looking forward to returning in 2013."
Tripadvisor,Bridger,Feb 2012,5,Such an easy place to enjoy a day of skiing. Plenty of challenge but not the big resort attitude.
Tripadvisor,Bridger,May 2012,5,Sooooo close to town; only 15 minutes away it is a hidden treasure!
Tripadvisor,Bridger,Nov 2011,5,"Varied and challenging terrain. No attitudes, just friendly people having fun."
Tripadvisor,Bridger,Feb 2012,3,"We added a ski day at Bridger Bowl before heading to Big Sky for a week,and are SO glad we did! It ended up being the 'best day of the year' per one of the regulars there--lots a fresh powder and great conditions. It was actually the best powder skiing day of our week. It was a busy Sunday but lines weren't bad at all. The ticket prices make this a super value. We talked to a family in the clean lodge (good rest rooms) and they absolutely love their local ski spot. We did too--there's something there for everyone!"
Tripadvisor,Bridger,Feb 2012,3,Right from the first phone call to book a trip the ladies were friendly and easy to work with. We made multiple changes on our itinerary and never had an issue. There were no surprises when we arrived other than the depth of the powder that we had to plow through on the hill. We were at Bridger for 4 days and it dumped snow every day. This was one of the best snowboard trip trips I have made.
Tripadvisor,Bridger,Mar 2011,4,Greatest ski resort in the USA - cool people steep runs and cold smoke.....
Tripadvisor,Bridger,Feb 2012,4,After a foot of new snow overnight skied Bridger Bowl on a bluebird Montana day. Whille it was crowded for here..I still had fresh tracks at noon in 3Bears Bowl. \nThe 'cold smoke' is legendary dry powder that makes skiing memorable. It is a quintessential Rocky mountain ski resort without the glitz and glamor...just honest pricing and incredible skiing.
Tripadvisor,Bridger,Dec 2019,5,"My 12 year old son had 5 days of private lessons twice daily. We really got to know John Saam. He has awesome people skills, and helped him go from learning to stop and turn to spending the last two days on Green runs. My son developed confidence in his ability to ski. I followed close behind. If you want to learn to ski and are headed to Bridger Bowl. John Saam is a must! You will love his style &amp; patience.\n\nAs well, you will love the women in the Ski School office. Peggy, Jennifer &amp; Shannon are fantastic. Fantastic week!!! Remember, John Saam - The King of all that's skiing."
Tripadvisor,Bridger,Dec 2019,5,"From the staff to the slopes, this place is one of the best kept secrets! The lift tickets are reasonable compared to other area ski places. The ski/snowboard rentals were fairly priced as well. Many slopes to experience and explore. We did not get bored skiing/snowboarding here and we skied 4-7 days. We had a personal dilemma that the staff handled so kindly and professionally. It was a great experience!"
Tripadvisor,Bridger,Oct 2019,4,"Our University hosts took us out to Bridger Bowl for dinner as part of our site visit. The place was remarkably empty (not snowy enough for skiing and too snowy for summer sports), so we had the place to ourselves. The lodge was a good dinner venue, with considerable variety in beers and plenty decent food. I'd like to see it in full operation at some point."
Tripadvisor,Bridger,Aug 2019,5,"We were guests at a private affair in late August. The food was excellent, bar choices ample, and the ambience lovely. The room is spacious enough to hold a couple hundred guests and we were by no means crowded."
Tripadvisor,Bridger,Aug 2019,3,"What a find. I’m recommending this quaint ski destination to my sons. How nice to find a family friendly resort that isn’t so mammoth you feel like you are competing with the world. Only 16 miles up the hill from Boseman, many lifts to offer variety. Wish I still could ski and I’d definitely go back."
Tripadvisor,Bridger,Jan 2019,3,Had a pass this year and was absolutely blessed. The beauty is unsurpassed. The runs are so outstanding. The people are lovely. The warming huts are inviting and a great place to visit. You won't ski many more wonderful places.
Tripadvisor,Bridger,Apr 2019,4,"Great place. I took the group lessons both sessions . The teachers were amazing , patient, kind, talented and fun. The kitties were polite, bathrooms clean. It certainly had plenty of skiing for our family. \nBeautiful scenery and close to town. For me it was wonderful. \nThe restaurants had decent prices and food was fine- typical pub food. Great beer selection too."
Tripadvisor,Bridger,Mar 2019,3,"I dislike all the big mega resorts with their arrogant attitudes and exorbitant prices. If you feel similar go to Bridger Bowl. It is only 16 miles outside of Bozeman, but you do not see the resort until you are about 0.5 miles away. It has the most natural appearance and feeling of all resorts I have visited. There is ample amount of skiing terrain for the majority of skiers for a few days and if you are an expert, you just hit the jackpot. Don't forget your avi beacon if you decide to go to the expert level ridge terrain. Food prices are reasonable with hamburgers at $4 and great taco salad at $10. Tasty food as well.\nOnly con is that it aims for local clientele. Very few signs and directions at resort of where to go to park, drop off area and how to go to hit slopes, etc. Hey, but if I must act confused or ask questions so be it. Loved this place."
Tripadvisor,Bridger,Dec 2018,4,"I got to know Bridger Bowl when I was in graduate school years ago. It was a quick 20+ minutes from Montana Hall to the mountain. The hill offers some tough terrain, some good moguls, a park at the top, and lots of diversity. Further, Bridger Bowl was the home many years for the college national downhill skiing championship. People are friendly, the skiing is good, and it's reasonably priced. Try Bridger."
Tripadvisor,Bridger,Mar 2019,5,My daughter and I went here and took some lessons. The staff from the very beginning were so nice to deal with. They made sure we had everything we needed and were very nice. The pricing is very fair especially for people who are just starting the ski journey. Overall we had a great time and were impressed with the service here. We would recommend this place to beginners for sure.
Tripadvisor,Bridger,Mar 2011,3,"We skied here 1 out of our 4 days skiing and enjoyed it more than Big Sky. For $47, you can't beat this as compared to $81 for Big Sky ($77 online). Nice little place, but after a day we had skied most everything.\n\nIf you're in the area, you need to try out Bridger Bowl."
Tripadvisor,Bridger,Jan 2011,3,"Value was decent at $50 for lift ticket and $25 rentals. Good variety of skiing. Dining options were good considering this is a community owned ski area.\n\nLift guys could possibly be a bit more courteous since we arent all expert skiers. A few miles outside Bozeman but no big deal, just be careful driving if very early in the mornings."
Tripadvisor,Bridger,,4,"I've skiied Bridger Bowl in 2001, 2003 &amp; 2006. This place never fails to please with great snow and short waits in line. I've skiied a few places in Tahoe and the East Coast, plus a few in Montana--Big Sky &amp; Moonlight Basin--but Bridger is always my favorite. The lift ticket price is reasonable, the locals who frequent the place are so friendly and the staff is very cool. This ski slope has something for everyone from beginner to expert and it's not far from downtown Bozo. If I had to pick a place to go back to over and over again, I'd pick Bridger Bowl."
Tripadvisor,Bridger,,5,"My husband, two sons (ages 9 and 11) and I visited Bridger Bowl and skiied for four days over the New Year's holiday. We researched this place on Trip Advisor and their website and it looked like a low-key, family friendly place for beginning skiers. Well, we were right!\n\nWe're used to skiing in California, which is generally crowded when the conditions are good. But at Bridger there was never a line, the snow was amazing, everyone was incredibly friendly and helpful, including the other skiers, the prices were very reasonable and we had a fantastic experience.\n\nI especially recommend this place for families with young children who are looking to introduce them to skiing. The staff-to-patron ratio is amazing. My kids and I took a ""group"" lesson and we each got our own instructor. My older son decided to switch from snowboard to skis on the second day - no hassles. We just went to the rental shop and they swapped him out. There is a very good selection of runs for the very beginning to the very advanced, so those who want more of a challenge won't be disappointed. The lodges have good food, reasonably priced and are really clean and scenic looking facilities. The mountain views are beautiful.\n\nThere isn't much loding immediately adjacent, but there is plenty of lodging in Bozeman, which is just 16 miles away. The drive is an easy one and the road is always plowed. There is also a bus that will take you to Bridger from Bozeman for free if you don't want to drive.\n\nI really can't recommend this place enough."
Tripadvisor,Bridger,,4,"Awesome! i'm the worst skier ever, yet i had a blast. this is a must for everyone! skis and snowboards are available at amazing rental costs. bring your warm clothes 'cause it gets chilly! have fun!\n"
Tripadvisor,Bridger,,5,"From begining to end Bridger Bowl is the best and least expensive ski area in MT. I've been to Big Sky and Bridger and if you're interested in some serious powder runs without the crowd hassle, got to Bridger Bowl.... It's Awesome..\n"
Tripadvisor,Bridger,Jun 2012,5,We visit from Minnesota and love skiing at Bridger Bowl. Variety of skiing types and difficulty for the family. Moderately priced and clean lodges. Staff are helpful with great ski instructors!
Tripadvisor,Bridger,,4,"Great value! Ticket prices are reasonable, food and rental options are great, and just 16 miles from Bozeman. Highly recommend this beautiful ski area!"
Tripadvisor,Bridger,Jul 2012,4,"Attended son's wedding in July 2012, held at the mid-hill lodge. Easily accessible facility big enough for several hundred at least. Tables, chairs, etc included in the rental fee so you don't have to rent and haul them. Catering also did a great job. A most ""Montana"" place that our out-of-state guests enjoyed. Only caution: warn your guests to bring flat soled shoes to wear if the ceremony is held out on the deck, which is made of grating (so that snow will fall through during ski season). The grating eats high heels!"
Tripadvisor,Bridger,Mar 2012,3,"We have had mid-week season passes to BB for the past several years. When we first arrived in Bozeman, I thought, well, we might ski here occasionally. But skiing one or two days a week all season really improved our skiing. The treed routes (they are not official runs) are what MAKE the mountain for us. And of course, there is always the Ridge to move up too, once you get good enough."
Tripadvisor,Bridger,,3,"Large variety of trails. Cheap and very friendly!!! Good food, only 20 min away from Bozeman. Love it,"
Tripadvisor,Bridger,Feb 2012,3,"nice skiing, and not with the 'be there and be seen' crowd. You want to ski or look good? go for the skiing. Lines at the lifts are not horrible. Go for it!"
Tripadvisor,Bridger,Aug 2012,4,Food was fantastic and the area was easy to get to - right out of Bozeman - if I were a winter sport person - I would visit Bridger!
Tripadvisor,Bridger,Aug 2012,4,Went there to hike outside Bozeman. Easy to get to off of Rte 86. Well marked entrace and it can be as leisurely or as strenuous as you like. Have a good time but bring plenty of water!
Tripadvisor,Bridger,Aug 2011,4,"Bridger bowl is probably not as elite as Big Sky, but it's so much fun. Snow wasn't great this year and was glad we didn't go... hopefully this year."
Tripadvisor,Bridger,Jul 2012,4,"Bridger Bowl claims its a world class community ski hill. It delivers everything it promises. Granted I might be bias seeing how this is where I learned to ski, but it offers something for every level of Skier. Alpine Meadows lift is the perfect lift for folks just learning. Slushmans is every skiers backcountry wet dream. Only down side to Slushmans is lines on powder days. If your in Bozeman for a ski trip and are skiing Big Sky and Moonlight, do yourself a favor and take a day or three up to Bridger."
Tripadvisor,Bridger,Feb 2014,4,$25 for a lift ticket and 5 dollar rentals. Being old never seemed so good !! :-) leaver your boards at home !! Bridger is to Big Sky as Targhee is to Jackson Hole.
Tripadvisor,Bridger,Jan 2014,5,"We had an amazing time at Bridger. They have slopes for all levels and their prices are really affordable. The lines were very manageable with the upper slopes in particular being challenging yet fun. Additionally, the lodge has a ton of amenities and the bar there is the perfect place for apres ski."
Tripadvisor,Bridger,Jan 2014,5,"used the marketing dept for a powder hound package what a great deal. cannot get any more service I felt like i was famly as every one could not do enough . every question answered every need met . they just made myself and companions have an ski experience of a lifetime . thank you all marketing , shop staff , lifties ,ski storage and mountian hosts . world class people . The bowl has the steeps and terrain to excite all two boys packed up to the ridge and evry bit of advice they where given and photos made it the adventure of a lifetime .\n\nGreat place"
Tripadvisor,Bridger,Jan 2014,5,"We stayed and skiied 4 days over Christmas and New Years. We were blessed with excellent conditions and fantastic skiing. Even during the holidays new lift options kept line very short and there was a nice variety of terrain to explore. Lodge facilites were stupendous and prices reflect the non profit nature. This place is awsome for family skiing and we were entertained each day with the sights of the Ridge Runners desending the chutes and traverses. We very much enjoyed the live music, fireworks and torchlight parade the evening before New Years. The resort is very close to Bozeman...about a fifteen minute drive... but, the curves at the beginning of the canyon deserve respect. Get there early and you are rewarded with premium parking."
Tripadvisor,Bridger,Dec 2013,5,"Bridger Bowl, located a mere twenty minutes from Bozeman Montana, is a great ski area. Bridger has eight ski lifts. With these lifts, you can access terrain that works for any level of ability. More often then not, lines are short or non-existent. Rarely, you will have a moderate lift line, usually on powder days. You can ride up Bridger Lift and then hike onto the Ridge of this mountain. Tons of unmarked runs off expert level can be reached off of the Ridge. They range from steep chutes to wide open powder fields. In my opinion, the best part of this local ski area is the vibe it carries. Everyone is friendly and as stoked to be there as you will be. I ski there all the time, and I love every minute I spend on the mountain."
Tripadvisor,Bridger,Feb 2013,3,Great terrain for a medium size Mountain. Location is 16 miles from Bozeman so stay in Bozeman and drive!
Tripadvisor,Bridger,Mar 2013,3,I work up at Bridger and am always stoked on powder days. Schlushmens lift brings you to some rad steeps and plentiful powder skiing. Love this hometown resort. Don't forget your apres ski/board beer at Jimmy B's.
Tripadvisor,Bridger,Apr 2013,5,great skiing at a hill close to Bozeman. Takes only 30 minutes (if that) to drive there. Great snow and runs.
Tripadvisor,Bridger,Jan 2013,5,"Great mountain and fine folks. No overnight accommodations, unless you check with Bridger Bowl's central reservations. Those folks will set you in the right direction and they will also book lift tickets, lessons, rentals, even daycare sessions with ski lessons for the little tykes."
Tripadvisor,Bridger,Feb 2013,4,"We are so grateful for this local ski hill that serves families and extreme skiers alike. Reasonable prices, brown-bag friendly lodge, and beginner slope make it great for families. An avalanche transceiver and shovel open up endless extreme terrain. FUN!"
Tripadvisor,Bridger,Feb 2012,4,"Bridger's snow is crappy and so are the people. Go to Showdown, located about 2 hours north near Monarch and Neihart. They have champagne powder and every one has a smiling face. Never a line either. Amazing!"
Tripadvisor,Bridger,,4,"Bridger Bowl is a gem. Short lines, usually tons of snow, cheap tickets and almost zero commercialization. A non-profit hill that ranks on many top 20 lists. Bozeman is a great place to spend a week (or longer) and is only 16 miles or so from Bridger. What are you waitng for?"
Tripadvisor,Bridger,Mar 2011,4,"IN Plato’s allegory of the cave, the famous philosopher describes humanity as living in an unenlightened cave, blind to the true, epicurean pleasures of life, waiting to be led out of their wretched existence. Wretched is the word I would use to accurately describe East Coast skiing, days of ice and slippery slopes, impossible to find traction or garner thrill from truly challenging slopes. When my parents put me on a plane to Montana with my siblings, I was being led out of my metaphorical cave of tepid and halfhearted downhill. For the first time at Bridger Mountain, I was experiencing truly challenging skiing.\n\nOur arrival at the slopes was shortly accompanied by three feet of powder fall, as the temperature drop to under ten degrees, perfect snow for skiing in. Heaven is the only word for it, heaven with a few numbed extremities. It was almost ethereal. The enjoyment of it was blinding, racing through waist deep powder.\n\nBridger Mountain is also different from other resorts in that it is less of a resort and more of a heavily ski based lodge and slopes. The sheer size of the mountain was amazing. There are nearly three times as many runs as the local slopes in my native Cincinnati, and the large majority are black diamonds, with a hefty section of double-black diamonds too. But if fast is not your style, there are long winding greens and blues to choose from too. Even if I had become bored with those slopes there is still the backwater skiing through the uncharted west side of the mountain through Slashman’s Canyon and Mundy’s Bowl, the truly untouched areas.\n\nThe lodge is cozy too, with a well-supplied cafeteria and nearby lodging for those who want to stay on site, but there are also places to stay and eat of the slopes. And if you get tired of skiing altogether there is still Bozeman, a small city thirty away.\n\nFrom the slopes to the service, Bridger Bowl in Montana has truly opened my eyes to the joys of skiing."
Tripadvisor,Bridger,Feb 2012,5,Snow was a bit sparse (very unusal for this time of year) but we had great fun and the sunshine made up for the lack of snow!
Tripadvisor,Bridger,Mar 2011,5,This is the best place to ski. The lift opp's are super friendly with the little kids. There is plenty of terrain for everyone from the begginger to the advanced. This is a east facing mountain range so it holds its snow extremely well. Rent the proper eq. and find someone to take you to the ridge if you are a good skier. We do the Powder Hound package. This is the best place to take your family for a great ski vacation without taking out a loan...
Tripadvisor,Bridger,Dec 2011,5,"We skied over Xmas 2011 since not enough to open all lift we got tickets for $20! For us, we are beginner/intermediate skiers so the lifts that were open were perfectly fine for us. Plus two beautiful lodges to eat lunch in. What a hidden gem this ski resort is. Not too crowded, no wait on the ski lifts. Would highly recommend."
Tripadvisor,Bridger,,5,"Every time I've gone there (about 10 times each year, for the last 7 yrs) the trails are well groomed, they have lots of terrain, and they're adding more, and the people are nice. Why I like them more than Big Ski is because one year I went to Big Sky and the said they had a 72"" base, BUT THEY LIED😡!!! I spent the whole day either skiing in slush or on rocks."
Tripadvisor,Bridger,Dec 2011,4,"Montana has had little snow this year, but our trip to Bridger Bowl was still a fun day on the slopes. The lines were almost ZERO wait all day long."
Tripadvisor,Bridger,Dec 2011,5,"Big Sky is expensive and chi-shi. BB is the place is where the locals like to ski. Prices are fair and the place is owned by the taxpayers, not some fancy California corporation. Located in a scenic valley much closer to the downtown and airport."
Tripadvisor,Bridger,Nov 2011,4,"great place, very extremely challenging. always has snow, great town, and lodging, great food, pubs, whatever you need. only 16 miles up the canyon rd"
Tripadvisor,Bridger,Feb 2020,4,"This is rated as one of the best skiing experiences anywhere by more than one magazine—&amp; many people “in the know”! It’s BEAUTIFUL! Shuttles are available from Bozeman, which make it very convenient because parking is quite limited, by design.\n\nIn summer months, this is a beautiful area to drive &amp; hike, too—just be sure to wear good hiking shoes &amp; always carry plenty of water &amp; BEAR SPRAY."
Tripadvisor,Bridger,Jan 2020,4,"It's hard to beat the combo of great skiing, less than hour from Bozeman, laid back atmosphere and great pricing. From extreme to beginner, you will find what you want. Plus, they have had many updates to lifts in recent years. I almost hate to write this review because I love no lift lines."
Tripadvisor,Bridger,Mar 2020,5,"I love BB! Easy to get there, convenient parking and set up. Pricing was what I expected - around $100 for ticket &amp; gear for the day. Very efficient getting outfitted with equipment. I didn't wait on a lift the entire day - ski up and get on. I know my limits and stay on the easy to intermediate runs and there were plenty. Great variety and no surprises. Lunch was reasonable and efficient. All around great day."
Tripadvisor,Bridger,Feb 2020,5,"Bridgers 1st Steeps Clinic was awesome. The Ski School set these clinics up perfectly with the Steeps first, then Intro to Ridge, to Ridge tactics. Bridger is my favorite place because it’s like my home hill, only longer, and steeper. I plan on going back next year, maybe twice for the Ridge. Th@nks Joe and Crew!"
Tripadvisor,Bridger,Feb 2020,4,"Hit this mountain on a powder day, a Friday. Had a great day, staff was friendly, mountain has tons of variety, they were quite busy but lines were very manageable. Will certainly ski here again"
Tripadvisor,Bridger,Jan 2020,5,"I'm not much of snow boarder (nor ski person), however, it was the best one I ever visited.\nComing from Los Angeles, I've been Bigbear, Mammoth, Charleston in Vegas, and a few smaller places. \nThis place is definately better. \nWe stopped by on the way to Yellowstone North gate as we had couple extra days. Loved it, so returned after Yellowstone visit.\nIt has several bigining courses for my boys and biginning/intermediate course which was not too scary for beginner but long enough to enjoy the ride.\nWe even thought about flying from Los Angeles in future just for the snowboard/ski.\n"
Tripadvisor,Bridger,Jan 2020,5,"My husband and I bought a midweek ski package from Bridger Bowl. This included skiing at Bridger and staying at the Element in downtown Bozeman. We loved both experiences and highly recommend this package! Fern Corwin from Bridger coordinated the details. She was so kind and easy to contact and we even got to meet her in person when we were at Bridger. If you can get away for midweek skiing this is the BEST- no crowds, no lift lines, and lunch at Alpine cabin mid mountain.\nThe Element has a lobby breakfast that is beautiful and bountiful and also a relaxing happy hour . We plan to return next winter."
Tripadvisor,Bridger,Dec 2019,5,"Nice drive from Bozeman. Our 1st trip here for Family ski trip with adults, teens &amp; small kids, this was perfect for all. Really liked the kids fenced area to warm up or learn to ski with small lift, this is nice. The staff at all of the lifts were great &amp; kind. Great runs for all the family from black to beginner. Decent price for lifts, thank you. The only problem we had was finding a seat at lunch, all lodges were very full. We will definitely ski here again!"
