Review Site,Review ID,Ski Area,Reviewer Name,State,Review Date,Review Star Rating (out of 5),Review Text
Yelp,11,Bridger,Daniel G. ,California,1/24/19,5,Awesome but the bartender seemed VERY unhappy to have a full busy bar! That's a gold mine but her attitude cost her a tip.
Yelp,12,Bridger,Jessica S. ,California,3/5/17,5,"Best fries in Bozeman. The skiing is rad too. Add a Montucky for the full experience.

(You get more fries at the DPC than Jim Bridger)"
Yelp,13,Bridger,Lauren S. ,Montana,10/26/17,1,I really love this mountain. But the fact that they keep raising their prices every year really shows what's important to them. This is a college town! Wake up! Do you think people are made of money here? Stop feeding the greed
Yelp,14,Bridger,Aliison H.,Montana,2/19/12,5,"Bridger Bowl is unlike any ski area I've ever been to. The in-bounds skiing is decent and there's a lot of terrain, but the ridge skiing is where it's at. There's an entire chair devoted to it, and you have to have a beacon to even be let up! The mountain is set up on a large face, so there's a lot of room laterally but there's not a front and a back side like there are at many ski ares. You have to take a couple chairs to get to the top, but once you're there they have a mid mountain lodge so you don't really need to go all the way to the bottom until the end of the day. It's also nice because it sort of divides up the mountain and keeps the beginners at the bottom.

Most of the really good skiing is accesible by hiking above each of the top lifts, with plenty of chutes that open up into incredible aprons for some amazing untouched snow. There's a huge variety of lines to take from just a little bit pinchy to more intense chutes with no-fall zones to some straight-up cliffs. The feel of the place is great, too, because the skiers that are hiking know their stuff and most of them are pretty bad-ass. I'd never really done beacon-worthy backcountry before, but I loved every minute of it at Bridger! It's kinda nice to actually have to work for your powder, and it's steep enough that sluff will fill in your tracks and you get freshies every time! If you're serious about skiing, Bridger is a must, but don't forget to bring your daypack and a friend to show you around!"
Yelp,15,Bridger,Megan B.,Texas,1/16/17,5,"Had a three hour private lesson with Afton. I was nervous and a little embarrassed given I'm a young adult who didn't know a THING about skiing while all these little kids skied right by. But she made me feel very confident! She was incredibly nice and helpful, answering all my questions directly and really changing the plan to fit what I needed help with (for example, noting I needed more help turning back and forth so we focused on that). I'm not sure how the prices for packages & rentals compare ($57 for a day, $48 after noon, or $5 for the snowflake), but the ski lodge itself was pretty cheap. Obviously it doesn't cost to enter, but the food was good for the price! it's big and clean, which is really nice if you want to take a break from skiing. It has wifi, a cafeteria, a restaurant, and bar. They have everything you need for rentals--I got skis, poles, a helmet, and ski boots for $40 ($35 on Wednesday)"
Yelp,16,Bridger,Mike R.,Florida,3/25/16,5,"Can't stop saying great things about Bridger.... They just get it.... Nice people, it's not crowded, inexpensive lift tickets, kid friendly, and it has a good bar!"
Yelp,17,Bridger,Rosey B.,New York,2/25/15,5,"This was only my second experience skiing out west. I've skied mainly east coast mountains growing up, and the experiences vary.

But I truly enjoyed Bridger Bowl. It was my wife and three kids first time attempting a snow sport, and it had been about 14 years since I last skied.

I wasn't looking forward to the hour wait for rentals, but as soon as we walked in a guy was there to help us fill out our paperwork and we got out of there as a group in 20 minutes.

We had booked in advance, so we went right through all of the reservations in our package, and we were out at the Bunny Slope by 945.

The instructors were exceedingly friendly during lessons, and incredibly patient. The first day we were there, all five of us had lessons. It had been so long for me that I took the beginner lesson with my wife. We paid for the group lesson, but it wound up being the two of us with the instructor, and he was able to focus on my wife, which helped her a lot. My 2 sons had snowboarding lessons that was just them and the instructor as well, so they got a lot of attention. My daughter had a few more in her group, but she still did very well.

The second day my wife's lesson was in a group of 3, so it seems like they keep the group sizes manageable. My oldest son was the only one in his group, so it was basically an hour and a half long lesson, and at the end both he and my wife were confident enough to venture up the mountain a little ways. My other kids had great experiences as well.

Overall, it was an amazing experience on a mountain that had great conditions and wasn't crowded. My wife and kids can't wait to go again."
Yelp,18,Bridger,Howard R.,California,12/14/08,4,"Bridger Bowl is a great alternative to $80 lift tickets at Big Sky. Not as much vertical Drop but at $45 a ticket and no lift lines it's just what the doctor ordered if you're really into boarding or skiing and not just being on the scene. Mostly intermediate & expert runs but a new lift requires you to take a shovel and beacon with you. It's named for a guy who died in an avalanche. Sound enticing?

The bar, Jimmy B's is pretty basic and so is the cafeteria. If you are wondering about the snow check out if the blue light is flashing at the Baxter Hotel in town. A flashing light means the snow is falling. Ditch work and get out here."
Yelp,19,Bridger,Haley R.,Colorado,4/7/18,1,"Watch out for Jeff the ski patrol asshole on the mountain!!!! He is THE WORST. He ruins lives and takes passes from skiers who are just trying to have a good time. On closing day today my friend jumped over a rope, there was nothing to say ""no jumping"" or anything so how was he supposed to know that his day would end by being escorted down the mountain by Jeff, the rudest ski patrol you will ever meet. My friend Noah was being very nice and understanding towards Jeff and was unaware that he made a mistake. However Jeff was so rude he made my friend noah cry and ruined his day, he told him he was happy to see him leaving the mountain and that he never wants to see him again. He very easily could have given Noah a warning but instead he took his pass and he won't get in back until 3 weeks into NEXT ski season. Noah could have easily out skied jeff the asshole but instead was kind and understanding and in return Jeff yells at Noah and ruins his whole day. Nobody deserves to be treated as badly as noah was today. If anyone reads this that works at Bridger ski patrol I hope you fire Jeff."
Yelp,20,Bridger,Kelly O.,Virginia,4/1/17,5,"Really really excellent for first time skiers! I put on my first pair of downhill skis here and took a group lesson with Tyler B. There was only one other person in my group (on a Thursday, mid-March). The beginner's slope, Snowflake, was totally manageable and perfect for learning on--unlike some of the beginner slopes I tried in WY later the next week. I didn't get a chance to try Sunnyside but it also looked like an excellent next step for beginners after a half day or so on Snowflake depending on your confidence level. Everyone here was incredibly nice, patient, and helpful. I kept doing runs on Snowflake after my lesson and the girl running the lift was giving me tips on form and technique that were extremely helpful! I would come back to this place in a heartbeat. Plus their prices are very very low compared to nearby Big Sky and places further south around the Yellowstone area. Love Bridger Bowl!"
Yelp,21,Bridger,Keith C.,Illinois ,11/10/10,5,"Decided I wanted to go skiing one december and started looking around for places in the states to hit up. Well. Bridger bowl had the cheapest plane tickets and hotels so I decided to hit it up for 1 week of skiing. I read some really good reviews about it and booked everything. Well. My flight got delayed a day because of snow so I knew that there would not be any problems with a lack of snow there.

I got a 5 day special which included rental gear as well. The skiing was amazing. The intermediate slopes here are like black diamonds in most other ski slopes. The black diamonds are harder than most black diamonds. The double blacks are ridiculous. They even have slopes where you have to hike to the top of the mountain. You need to pass a test and have a bunch of survival gear (shovel, beacon, etc.) if you decide to do this. There are so many slopes here that you will most likely not be able to hit every one up in one day. Luckily, I was there for 5 days of skiing so I was able to get every slope except for the ones where you had to hike up to the top.

The double black is ridiculously vertical. I avoided that at all costs until the 4th day where I mustered up enough courage to try it. The slope is really really narrow and if you make a wrong turn, you can go off the side of a giant overhang. There are trees everywhere you either go really really slow (like I did) or you are just really really good. And there are some people who are really really good and just flew down it.

There are also some slopes that if you veer a little bit off the trail, you can hit up a massive drop onto another trail. It's about a 1.5 story drop and people were flying off it. I figured, why not. Let's do it once. Well. Let's do it once turned out to be a bad idea as I wiped out pretty bad. Lost both skis. However, no broken bones nor major damages. Just a couple bruises and a hurt ego.

Overall, I had a blast skiing at Bridger bowl."
Yelp,22,Bridger,JP A.,Washington,3/30/09,5,"Recently visited Bridger Bowl on 3/10 after having just been to Big Sky for skiing the previous week. I must say I was impressed. Although it is no Big Sky, it is a perfect place to spend the day skiing. No lines, nice powder, and pretty decent trail map. The staff from the ticket counter to the lodge restaurant bar are friendly.

And - God forbid you do - but if you get hurt the ski patrol is experienced, prepared and super supportive. I had a mishap (broke my tibia) and Rob came to my rescue - he was awesome at keeping me calm and getting me to realize I needed an ambulance ride instead of my friend driving me to the ER. He held my leg in position until the medics got there and talked me through the pain.

They called to follow up on me two times the first week and sent me a get well card.

I will definitely visit next year!"
Yelp,23,Bridger,Winter G.,Idaho,3/28/15,5,"Awesome, fun family ski resort with runs for all ability levels. The even have a lift that you needed an avalanche transponder to even get on,  a bonus for extreme skiers/boarders. Of our two days spent skiing we chose to skip Big Sky and just ski here another day. Highly recommend."
Yelp,24,Bridger,Michelle C.,Montana,1/2/15,5,I went skiing after a 14 year hiatus. Took my 8 year old there for her first time. The staff was wonderful and she enjoyed taking the lessons. The mountain was beautiful!
Yelp,25,Bridger,Mr. Helper L.,California,3/3/11,4,"I'd give it 5 stars if the food was better.  Awesome fun place to ski with dry powder, variety of terrain, no lines, user friendly with easy access restrooms, close parking, ski check and ski shops.  The food at Jimmy B's and the cafeteria needs help.  Not very good and not very healthy.  No turkey sandwich?"
Yelp,26,Bridger,Pablo H.,California,5/14/09,3,"If you're from Bozeman how are you NOT gonna ski here?  However, I'm not so sure it lives up to its self-proclaimed status of a ""world-class ski resort.""  A great regional spot that would be a real standout in any area outside of the Intermountain West.  But when you have Big Sky and Jackson Hole within a few hours drive it's easy to overlook this local favorite.  They avoid high-speed lifts here like the plague and for the longest time you had to HIKE UP to the top of famed Ridge.  They are constantly expanding however and like I say, if you're in Bozeman, how are you NOT gonna come here?"
Yelp,27,Bridger,Nabil S.,California,2/18/16,5,"Bridger bowl is the lesser known kid on the block but offers great skiing with open space and very friendly staff at a very reasonable lift ticket price. It's a noon-profit, community-owned resort that also caters to the MSU crowd. The ski patrol and first aid crew are first class, hands down. My skis get caught in the snow which caused me to tumble sideways and hurt my knee. I flagged some of the skiers by for help and they alerted the ski patrol team. In 10min Scott and his team were at the scene and sledded me down to their clinic where the attending sports medicine doctor was waiting for us. The doc examined my knee thoroughly and reassured me that it's an MCL sprain and not an ACL tear. The team drove my car up closer to the clinic from the lower parking lot so that I don't have to walk there to get it. First class service hands down. I'll fly there from California to ski there again and again!"
Yelp,28,Bridger,Michael B.,Oregon,11/5/10,5,Steep and deep... Powder hounds and sun dogs!
Yelp,29,Bridger,Jason P.,New York,10/3/10,4,"Been to Big Sky and Moonlight Basin, and looking for another mountain? About an 1.5 hours away from Big Sky in Bozeman is Bridger Bowl which offers a mix of excellent glades runs (check out Powder Park, crazy steep and narrow chutes, fun gullies (natural halfpipes, check out Avalanche Gulch), open bowls and insane cliff drops. If you're not feeling a bit intimidated and find yourself conquering everything thrown at you, there is the new Schlasman's Lift on the very far skiiers-right side of the mountain referred to as the Ridge Terrain. Please be aware that the Ridge Terain requires an avalanche transceiver while shovel and partner are highly recommended.  And if you're looking for a place to chill, roam around the mountain and you might bump into a few of the hidden smoke shacks. For $45 a ticket, I can't believe this mountain doesn't get more cred, especially with the variety of terrain it offers to all levels. My only gripe, the terrain park is small to nonexistent."
